slide_id,水用量（kg/m3）,水泥矿物组分_C3S（%）,水泥矿物组分_C2S（%）,水泥矿物组分_C3A（%）,水泥矿物组分_C4AF（%）,胶砂抗压_7d（MPa）,胶砂抗压_28d（MPa）,胶砂抗折3d（MPa）,胶砂抗折7d（MPa）,胶砂抗折_28d（MPa）,水化热_1d（J/g）,水化热_3d（J/g）,水化热_7d（J/g）,水泥用量（kg/m3）,FA化学组分_SiO2（%）,FA化学组分_Al2O3（%）,FA化学组分_Fe2O3（%）,FA化学组分_CaO（%）,粉煤灰用量（kg/m3）,砂表观密度（kg/m3）,砂用量（kg/m3）,石1坚固性（%）,石1压碎指标（%）,石1用量（kg/m3）,石2坚固性（%）,石2压碎指标（%）,石2用量（kg/m3）,石3坚固性（%）,石3压碎指标（%）,石3用量（kg/m3）,外加剂1用量（%）,外加剂2用量（%）,28d抗压强度
328,122,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,259,54.35,21.08,13.08,3.87,46,2760,708,2.14,5.2,613.35,1.5889,5.95,749.65,0,0,0,0.8,0.008,45.4
329,120,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,225,54.35,21.08,13.08,3.87,75,2760,709,2.14,5.2,614.25,1.5889,5.95,750.75,0,0,0,0.8,0.008,42.7
330,120,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,195,54.35,21.08,13.08,3.87,105,2760,707,2.14,5.2,612,1.5889,5.95,748,0,0,0,0.8,0.008,38.1
331,120,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,165,54.35,21.08,13.08,3.87,135,2760,704,2.14,5.2,609.75,1.5889,5.95,745.25,0,0,0,0.8,0.008,30.4
332,120,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,267,0,0,0,0,0,2760,747,2.14,5.2,618.75,1.5889,5.95,756.25,0,0,0,0.8,0.008,43.2
333,120,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,227,54.35,21.08,13.08,3.87,40,2760,743,2.14,5.2,616.05,1.5889,5.95,752.95,0,0,0,0.8,0.008,37.1
334,120,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,200,54.35,21.08,13.08,3.87,67,2760,741,2.14,5.2,613.8,1.5889,5.95,750.2,0,0,0,0.8,0.008,34.2
335,118,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,170,54.35,21.08,13.08,3.87,92,2760,742,2.14,5.2,615.15,1.5889,5.95,751.85,0,0,0,0.8,0.008,30.4
336,118,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,144,54.35,21.08,13.08,3.87,118,2760,739,2.14,5.2,612.9,1.5889,5.95,749.1,0,0,0,0.8,0.008,25.6
337,120,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,240,0,0,0,0,0,2760,755,2.14,5.2,625.95,1.5889,5.95,765.05,0,0,0,0.8,0.007,35.1
338,120,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,204,54.35,21.08,13.08,3.87,36,2760,752,2.14,5.2,623.25,1.5889,5.95,761.75,0,0,0,0.8,0.007,30.3
339,120,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,180,54.35,21.08,13.08,3.87,60,2760,750,2.14,5.2,621.45,1.5889,5.95,759.55,0,0,0,0.8,0.007,26.3
340,118,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,153,54.35,21.08,13.08,3.87,83,2760,751,2.14,5.2,622.35,1.5889,5.95,760.65,0,0,0,0.8,0.007,23.8
341,118,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,130,54.35,21.08,13.08,3.87,106,2760,749,2.14,5.2,620.55,1.5889,5.95,758.45,0,0,0,0.8,0.007,18.7
342,145,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,414,0,0,0,0,0,2760,751,2.14,5.2,641.85,1.5889,5.95,525.15,0,0,0,0.8,0.004,54.1
343,145,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,352,54.35,21.08,13.08,3.87,62,2760,745,2.14,5.2,636.9,1.5889,5.95,521.1,0,0,0,0.8,0.005,49.7
344,143,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,306,54.35,21.08,13.08,3.87,102,2760,745,2.14,5.2,636.9,1.5889,5.95,521.1,0,0,0,0.8,0.005,47.3
345,143,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,266,54.35,21.08,13.08,3.87,143,2760,741,2.14,5.2,633.6,1.5889,5.95,518.4,0,0,0,0.8,0.005,43.7
346,142,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,223,54.35,21.08,13.08,3.87,183,2760,739,2.14,5.2,631.95,1.5889,5.95,517.05,0,0,0,0.8,0.005,40.7
347,142,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,355,0,0,0,0,0,2760,794,2.14,5.2,651.2,1.5889,5.95,532.8,0,0,0,0.8,0.005,50.7
348,140,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,298,54.35,21.08,13.08,3.87,53,2760,793,2.14,5.2,650.1,1.5889,5.95,531.9,0,0,0,0.8,0.005,44.5
349,140,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,263,54.35,21.08,13.08,3.87,88,2760,789,2.14,5.2,647.35,1.5889,5.95,529.65,0,0,0,0.8,0.005,43.7
350,140,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,228,54.35,21.08,13.08,3.87,123,2760,786,2.14,5.2,644.6,1.5889,5.95,527.4,0,0,0,0.8,0.006,39.1
351,140,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,193,54.35,21.08,13.08,3.87,158,2760,782,2.14,5.2,641.3,1.5889,5.95,524.7,0,0,0,0.8,0.005,36.4
352,140,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,311,0,0,0,0,0,2760,812,2.14,5.2,666.05,1.5889,5.95,544.95,0,0,0,0.8,0.005,45.3
353,140,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,264,54.35,21.08,13.08,3.87,47,2760,807,2.14,5.2,662.2,1.5889,5.95,541.8,0,0,0,0.8,0.005,38.9
354,138,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,230,54.35,21.08,13.08,3.87,77,2760,808,2.14,5.2,662.75,1.5889,5.95,542.25,0,0,0,0.8,0.006,35.8
355,138,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,199,54.35,21.08,13.08,3.87,107,2760,805,2.14,5.2,660,1.5889,5.95,540,0,0,0,0.8,0.006,30.3
356,138,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,169,54.35,21.08,13.08,3.87,138,2760,802,2.14,5.2,657.25,1.5889,5.95,537.75,0,0,0,0.8,0.005,27.2
357,138,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,276,0,0,0,0,0,2760,847,2.14,5.2,666.6,1.5889,5.95,545.4,0,0,0,0.8,0.005,37.2
358,140,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,238,54.35,21.08,13.08,3.87,42,2760,839,2.14,5.2,660,1.5889,5.95,540,0,0,0,0.8,0.005,31
359,140,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,210,54.35,21.08,13.08,3.87,70,2760,836,2.14,5.2,657.8,1.5889,5.95,538.2,0,0,0,0.8,0.005,27.8
360,138,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,179,54.35,21.08,13.08,3.87,97,2760,837,2.14,5.2,658.35,1.5889,5.95,538.65,0,0,0,0.8,0.007,24.4
361,138,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,152,54.35,21.08,13.08,3.87,124,2760,834,2.14,5.2,656.15,1.5889,5.95,536.85,0,0,0,0.8,0.007,21.8
362,120,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,200,54.35,21.08,13.08,3.87,67,2760,725,2.14,5.2,623.7,1.5889,5.95,762.3,0,0,0,0.8,0.008,33.4
363,120,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,225,54.35,21.08,13.08,3.87,75,2760,714,2.14,5.2,614.25,1.5889,5.95,750.75,0,0,0,0.8,0.008,41.6
364,120,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,156,54.35,21.08,13.08,3.87,84,2760,747,2.14,5.2,619.65,1.5889,5.95,757.35,0,0,0,0.8,0.008,26.1
365,120,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,173,54.35,21.08,13.08,3.87,93,2760,718,2.14,5.2,621.9,1.5889,5.95,760.1,0,0,0,0.8,0.008,30.5
366,120,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,190,54.35,21.08,13.08,3.87,102,2760,709,2.14,5.2,614.25,1.5889,5.95,750.75,0,0,0,0.8,0.009,32.5
367,145,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,242,54.35,21.08,13.08,3.87,60,2760,823,2.14,5.2,647.9,1.5889,5.95,530.1,0,0,0,0.8,0.005,35.4
368,145,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,272,54.35,21.08,13.08,3.87,91,2760,779,2.14,5.2,639.1,1.5889,5.95,522.9,0,0,0,0.8,0.005,42.8
369,145,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,196,54.35,21.08,13.08,3.87,106,2760,818,2.14,5.2,644.05,1.5889,5.95,526.95,0,0,0,0.7,0.005,26.2
370,145,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,209,54.35,21.08,13.08,3.87,113,2760,810,2.14,5.2,638,1.5889,5.95,522,0,0,0,0.8,0.003,29.4
371,104,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,135,54.35,21.08,13.08,3.87,73,2760,693,2.14,5.2,454.8,1.5889,5.95,454.8,0.8988,6.023,606.4,0.8,0.008,23.9
372,106,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,177,54.35,21.08,13.08,3.87,59,2760,665,2.14,5.2,456.6,1.5889,5.95,456.6,0.8699,6.028,608.8,0.8,0.008,32.4
373,106,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,181,54.35,21.08,13.08,3.87,98,2760,629,2.14,5.2,453,1.5889,5.95,453,0.8988,6.023,604,0.8,0.01,29.1
374,109,54.91,19.26,1.88,15.22,26.7,46.8,4.1,5.6,7.2,152.15,237,279,186,54.35,21.08,13.08,3.87,100,2760,623,2.14,5.2,448.8,1.5889,5.95,448.8,0.8988,6.022,598.4,0.8,0.01,38.1
375,120,53.23,20,2.03,15.18,26.3,48.8,4.2,5.7,8.4,148.13,228,260,225,54.35,21.08,13.08,3.87,75,2760,731,2.14,5.2,606.15,1.5889,5.95,740.85,0,0,0,0.8,0.008,43.8
376,120,53.23,20,2.03,15.18,26.3,48.8,4.2,5.7,8.4,148.13,228,260,173,54.35,21.08,13.08,3.87,93,2760,719,2.14,5.2,622.8,1.5889,5.95,761.2,0,0,0,0.8,0.008,27.8
377,120,53.23,20,2.03,15.18,26.3,48.8,4.2,5.7,8.4,148.13,228,260,190,54.35,21.08,13.08,3.87,102,2760,731,2.14,5.2,605.7,1.5889,5.95,740.3,0,0,0,0.8,0.009,33.3
378,145,53.23,20,2.03,15.18,26.3,48.8,4.2,5.7,8.4,148.13,228,260,265,54.35,21.08,13.08,3.87,88,2760,782,2.14,5.2,641.3,1.5889,5.95,524.7,0,0,0,0.8,0.004,44.5
379,145,53.23,20,2.03,15.18,26.3,48.8,4.2,5.7,8.4,148.13,228,260,209,54.35,21.08,13.08,3.87,113,2760,812,2.14,5.2,639.1,1.5889,5.95,522.9,0,0,0,0.8,0.004,28.5
380,104,53.23,20,2.03,15.18,26.3,48.8,4.2,5.7,8.4,148.13,228,260,150,54.35,21.08,13.08,3.87,81,2760,666,2.14,5.2,457.2,1.5889,5.95,457.2,0.8999,6.028,609.6,0.8,0.008,31.7
381,106,53.23,20,2.03,15.18,26.3,48.8,4.2,5.7,8.4,148.13,228,260,181,54.35,21.08,13.08,3.87,98,2760,629,2.14,5.2,453,1.5889,5.95,453,0.8988,6.023,604,0.8,0.012,39.8
382,120,31.82,41.57,3.15,15.28,16.2,43.1,2.6,3.8,7.1,137.32,177,237,173,54.35,21.08,13.08,3.87,93,2760,744,2.14,5.2,612,1.5889,5.95,748,0,0,0,0.8,0.008,23.5
383,122,31.82,41.57,3.15,15.28,16.2,43.1,2.6,3.8,7.1,137.32,177,237,159,54.35,21.08,13.08,3.87,85,2760,744,2.14,5.2,616.95,1.5889,5.95,754.05,0,0,0,0.8,0.007,21.5
384,145,31.82,41.57,3.15,15.28,16.2,43.1,2.6,3.8,7.1,137.32,177,237,196,54.35,21.08,13.08,3.87,106,2760,824,2.14,5.2,644.05,1.5889,5.95,526.95,0,0,0,0.7,0.004,20.9
385,145,31.82,41.57,3.15,15.28,16.2,43.1,2.6,3.8,7.1,137.32,177,237,209,54.35,21.08,13.08,3.87,113,2760,810,2.14,5.2,637.45,1.5889,5.95,521.55,0,0,0,0.8,0.004,25.2
386,124,31.82,41.57,3.15,15.28,16.2,43.1,2.6,3.8,7.1,137.32,177,237,197,54.35,21.08,13.08,3.87,106,2760,707,2.14,5.2,607.95,1.5889,5.95,743.05,0,0,0,0.8,0.008,33.7
387,108,31.82,41.57,3.15,15.28,16.2,43.1,2.6,3.8,7.1,137.32,177,237,140,54.35,21.08,13.08,3.87,76,2760,687,2.14,5.2,450.6,1.5889,5.95,450.6,0.8988,6.022,600.8,0.8,0.008,21.5
388,108,31.82,41.57,3.15,15.28,16.2,43.1,2.6,3.8,7.1,137.32,177,237,156,54.35,21.08,13.08,3.87,84,2760,658,2.14,5.2,452.4,1.5889,5.95,452.4,0.8988,6.023,603.2,0.8,0.01,26.2
389,112,31.82,41.57,3.15,15.28,16.2,43.1,2.6,3.8,7.1,137.32,177,237,192,54.35,21.08,13.08,3.87,103,2760,639,2.14,5.2,438.6,1.5889,5.95,438.6,0.8988,6.022,584.8,0.8,0.011,38.3
390,121,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,294,53,23.6,10.6,5.1,52,2760,677,2.2,5.2,612.45,1.6,5.95,748.55,0,0,0,0.8,0.01,55.4
391,120,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,257,53,23.6,10.6,5.1,86,2760,676,2.2,5.2,611.55,1.6,5.95,747.45,0,0,0,0.8,0.01,51.5
392,119,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,221,53,23.6,10.6,5.1,119,2760,675,2.2,5.2,610.65,1.6,5.95,746.35,0,0,0,0.8,0.01,50.2
393,121,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,257,53,23.6,10.6,5.1,45,2760,710,2.2,5.2,615.15,1.6,5.95,751.85,0,0,0,0.8,0.01,48.7
394,120,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,225,53,23.6,10.6,5.1,75,2760,709,2.2,5.2,614.25,1.6,5.95,750.75,0,0,0,0.8,0.01,40.9
395,119,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,193,53,23.6,10.6,5.1,104,2760,709,2.2,5.2,613.8,1.6,5.95,750.2,0,0,0,0.8,0.01,37.8
396,121,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,229,53,23.6,10.6,5.1,40,2760,721,2.2,5.2,624.15,1.6,5.95,762.85,0,0,0,0.8,0.01,35.8
397,120,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,200,53,23.6,10.6,5.1,67,2760,720,2.2,5.2,623.7,1.6,5.95,762.3,0,0,0,0.8,0.01,32.6
398,119,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,172,53,23.6,10.6,5.1,93,2760,720,2.2,5.2,623.25,1.6,5.95,761.75,0,0,0,0.8,0.01,31.4
399,121,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,206,53,23.6,10.6,5.1,36,2760,750,2.2,5.2,621.9,1.6,5.95,760.1,0,0,0,0.8,0.01,31.2
400,120,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,180,53,23.6,10.6,5.1,60,2760,750,2.2,5.2,621.45,1.6,5.95,759.55,0,0,0,0.8,0.01,29.6
401,119,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,155,53,23.6,10.6,5.1,83,2760,749,2.2,5.2,621,1.6,5.95,759,0,0,0,0.8,0.01,28.4
402,108,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,262,53,23.6,10.6,5.1,46,2760,618,2.2,5.2,448.2,1.6,5.95,448.2,0.9238,5.962,597.6,0.8,0.012,54.6
403,107,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,229,53,23.6,10.6,5.1,76,2760,617,2.2,5.2,447.9,1.6,5.95,447.9,0.9238,5.962,597.2,0.8,0.012,48.8
404,106,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,197,53,23.6,10.6,5.1,106,2760,617,2.2,5.2,447.3,1.6,5.95,447.3,0.9238,5.962,596.4,0.8,0.012,45.1
405,108,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,230,53,23.6,10.6,5.1,41,2760,649,2.2,5.2,449.4,1.6,5.95,449.4,0.9238,5.962,599.2,0.8,0.012,42.3
406,107,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,201,53,23.6,10.6,5.1,67,2760,649,2.2,5.2,449.1,1.6,5.95,449.1,0.9238,5.962,598.8,0.8,0.012,39.4
407,106,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,172,53,23.6,10.6,5.1,93,2760,648,2.2,5.2,448.5,1.6,5.95,448.5,0.9238,5.962,598,0.8,0.012,36.6
408,108,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,204,53,23.6,10.6,5.1,36,2760,658,2.2,5.2,455.1,1.6,5.95,455.1,0.9238,5.963,606.8,0.8,0.012,34.9
409,107,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,178,53,23.6,10.6,5.1,59,2760,657,2.2,5.2,454.8,1.6,5.95,454.8,0.9238,5.963,606.4,0.8,0.012,32.3
410,106,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,153,53,23.6,10.6,5.1,82,2760,657,2.2,5.2,454.5,1.6,5.95,454.5,0.9238,5.963,606,0.8,0.012,32
411,108,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,184,53,23.6,10.6,5.1,32,2760,686,2.2,5.2,453,1.6,5.95,453,0.9238,5.963,604,0.8,0.012,30.1
412,107,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,161,53,23.6,10.6,5.1,54,2760,686,2.2,5.2,453,1.6,5.95,453,0.9238,5.963,604,0.8,0.012,29
413,106,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,138,53,23.6,10.6,5.1,74,2760,685,2.2,5.2,452.7,1.6,5.95,452.7,0.9238,5.963,603.6,0.8,0.012,27.5
414,123,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,264,53,23.6,10.6,5.1,88,2760,670,2.2,5.2,606.6,1.6,5.95,741.4,0,0,0,0.8,0.01,50.8
415,123,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,231,53,23.6,10.6,5.1,77,2760,704,2.2,5.2,609.75,1.6,5.95,745.25,0,0,0,0.8,0.01,42.7
416,123,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,205,53,23.6,10.6,5.1,68,2760,715,2.2,5.2,619.2,1.6,5.95,756.8,0,0,0,0.8,0.01,33.4
417,123,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,185,53,23.6,10.6,5.1,62,2760,745,2.2,5.2,617.4,1.6,5.95,754.6,0,0,0,0.8,0.01,31.5
418,144,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,309,53,23.6,10.6,5.1,103,2760,1155,2.2,5.2,635.25,1.6,5.95,519.75,0,0,0,0.8,0.01,53.2
419,144,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,270,53,23.6,10.6,5.1,90,2760,1165,2.2,5.2,640.75,1.6,5.95,524.25,0,0,0,0.8,0.01,44.3
420,144,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,240,53,23.6,10.6,5.1,80,2760,1187,2.2,5.2,652.85,1.6,5.95,534.15,0,0,0,0.8,0.01,35.2
421,144,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,216,53,23.6,10.6,5.1,72,2760,1185,2.2,5.2,651.75,1.6,5.95,533.25,0,0,0,0.8,0.01,31.4
422,119,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,179,53,23.6,10.6,5.1,60,2760,751,2.2,5.2,618,1.6,5.95,755,0,0,0,0.8,0.011,28.2
423,141,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,200,53,23.6,10.6,5.1,67,2760,839,2.2,5.2,652,1.6,5.95,533,0,0,0,0.8,0.009,23.7
424,123,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,210,53,23.6,10.6,5.1,70,2760,712,2.2,5.2,604,1.6,5.95,739,0,0,0,0.8,0.01,34.8
425,111,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,194,53,23.6,10.6,5.1,65,2760,647,2.2,5.2,440,1.6,5.95,440,0.9238,5.962,586,0.8,0.012,33.5
426,144,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,245,53,23.6,10.6,5.1,82,2760,792,2.2,5.2,637,1.6,5.95,521,0,0,0,0.8,0.009,32.2
427,120,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,225,53,23.6,10.6,5.1,75,2760,709,2.2,5.2,614,1.6,5.95,750,0,0,0,0.8,0.01,39
428,141,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,258,53,23.6,10.6,5.1,86,2760,789,2.2,5.2,647,1.6,5.95,530,0,0,0,0.8,0.01,37.5
429,120,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,281,53,23.6,10.6,5.1,94,2760,664,2.2,5.2,601,1.6,5.95,735,0,0,0,0.8,0.01,51.6
430,142,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,323,53,23.6,10.6,5.1,108,2760,737,2.2,5.2,630,1.6,5.95,515,0,0,0,0.8,0.01,57.5
431,107,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,206,53,23.6,10.6,5.1,69,2760,646,2.2,5.2,447,1.6,5.95,447,0.9238,5.962,596,0.8,0.012,47.5
432,120,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,200,53,23.6,10.6,5.1,67,2760,719,2.2,5.2,623,1.6,5.95,761,0,0,0,0.8,0.01,32.5
433,141,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,230,53,23.6,10.6,5.1,77,2760,823,2.2,5.2,648,1.6,5.95,530,0,0,0,0.8,0.01,31.9
434,119,34.08,39.69,1.66,16.02,16.9,46.4,2.6,3.8,7.1,133.66,177,212,179,53,23.6,10.6,5.1,60,2760,751,2.2,5.2,622,1.6,5.95,761,0,0,0,0.8,0.01,28.2
435,110,32.9195,44.3492,1.5816,15.3849,25.1,45.2,4.1,5.6,8.3,139.5,210,244,229.2,55.58,21.68,8.99,3.25,76.4,2670,717,1.1,7,582.3,0.5,7,711.7,0,0,0,0.6,0.045,47.3
436,123,32.9195,44.3492,1.5816,15.3849,25.1,45.2,4.1,5.6,8.3,139.5,210,244,256.3,55.58,21.68,8.99,3.25,85.4,2670,808,1.1,7,509.85,0.5,7,623.15,0,0,0,0.65,0.04,44.9
437,122,32.9195,44.3492,1.5816,15.3849,25.1,45.2,4.1,5.6,8.3,139.5,210,244,287.1,55.58,21.68,8.99,3.25,71.8,2776,713,3,4,592.2,0.2,4,723.8,0,0,0,0.7,0.045,48
438,125,32.9195,44.3492,1.5816,15.3849,25.1,45.2,4.1,5.6,8.3,139.5,210,244,375,55.58,21.68,8.99,3.25,41.7,2776,696,3,4,577.8,0.2,4,706.2,0,0,0,0.75,0.032,66.8
439,134,32.9195,44.3492,1.5816,15.3849,25.1,45.2,4.1,5.6,8.3,139.5,210,244,295.6,55.58,21.68,8.99,3.25,98.5,2776,802,3,4,517.05,0.2,4,631.95,0,0,0,0.8,0.037,49.8
440,135,32.9195,44.3492,1.5816,15.3849,25.1,45.2,4.1,5.6,8.3,139.5,210,244,360,55.58,21.68,8.99,3.25,90,2776,763,3,4,513,0.2,4,627,0,0,0,0.8,0.042,59.9
441,126,32.9195,44.3492,1.5816,15.3849,25.1,45.2,4.1,5.6,8.3,139.5,210,244,296.5,55.58,21.68,8.99,3.25,74.1,2776,745,3,4,567.45,0.2,4,693.55,0,0,0,0.7,0.035,51.7
442,130,32.9195,44.3492,1.5816,15.3849,25.1,45.2,4.1,5.6,8.3,139.5,210,244,390,55.58,21.68,8.99,3.25,43.3,2776,705,3,4,560.25,0.2,4,684.75,0,0,0,0.7,0.04,62.2
443,123,33,44.1,1.3,15.4,23.6,44.5,4.3,5.2,8.2,140,194,234,369,56.36,21.85,7.67,2.42,41,2760,700,2.2,5.8,580.05,1.6,3.87,708.95,0,0,0,0.7,0.03,54.3
444,123,33,44.1,1.3,15.4,23.6,44.5,4.3,5.2,8.2,140,194,234,316,56.36,21.85,7.67,2.42,35,2760,739,2.2,5.8,586.35,1.6,3.87,716.65,0,0,0,0.7,0.03,48.6
445,123,33,44.1,1.3,15.4,23.6,44.5,4.3,5.2,8.2,140,194,234,277,56.36,21.85,7.67,2.42,31,2760,773,2.2,5.8,588.6,1.6,3.87,719.4,0,0,0,0.7,0.03,38.5
