slide_id,水用量（kg/m3）,水泥矿物组分_C3S（%）,水泥矿物组分_C2S（%）,水泥矿物组分_C3A（%）,水泥矿物组分_C4AF（%）,胶砂抗压_7d（MPa）,胶砂抗压_28d（MPa）,胶砂抗折3d（MPa）,胶砂抗折7d（MPa）,胶砂抗折_28d（MPa）,水化热_1d（J/g）,水化热_3d（J/g）,水化热_7d（J/g）,水泥用量（kg/m3）,FA化学组分_SiO2（%）,FA化学组分_Al2O3（%）,FA化学组分_Fe2O3（%）,FA化学组分_CaO（%）,粉煤灰用量（kg/m3）,砂表观密度（kg/m3）,砂用量（kg/m3）,石1坚固性（%）,石1压碎指标（%）,石1用量（kg/m3）,石2坚固性（%）,石2压碎指标（%）,石2用量（kg/m3）,石3坚固性（%）,石3压碎指标（%）,石3用量（kg/m3）,外加剂1用量（%）,外加剂2用量（%）,28d抗压强度
111,105,53.5,21.64,3.85,16.67,44.5,60,5.3,6.625,8.735,177,244,276,210,0,0,0,0,0,2620,629.2,2.096,5.496,440.43,1.8256,6.372,293.62,1.03,5.943,734.05,0.7,0.0042,34.4
112,95.5,53.5,21.64,3.85,16.67,44.5,60,5.3,6.625,8.735,177,244,276,169.5,37.7105,21.5699,12.22816667,0.6148,42.5,2620,610.6,2.096,5.496,448.47,1.8256,6.372,298.98,0.3472,5.963,747.45,0.7,0.0052,34.8
113,124.5,53.5,21.64,3.85,16.67,44.5,60,5.3,6.625,8.735,177,244,276,289.5,0,0,0,0,0,2620,689.3,2.096,5.496,576.045,1.8245,6.372,704.055,0,0,0,0.7,0.0047,43.2
114,109.5,53.5,21.64,3.85,16.67,44.5,60,5.3,6.625,8.735,177,244,276,219,37.7105,21.5699,12.22816667,0.6148,55,2620,681,2.096,5.496,594.855,1.8245,6.372,727.045,0,0,0,0.7,0.0057,41
115,135,53.5,21.64,3.85,16.67,44.5,60,5.3,6.625,8.735,177,244,276,450,0,0,0,0,0,2620,629.5,3,5.52,526.095,1.3721,6.372,643.005,0,0,0,0.7,0,60.1
116,125.5,53.5,21.64,3.85,16.67,44.5,60,5.3,6.625,8.735,177,244,276,355.5,37.7105,21.5699,12.22816667,0.6148,63,2620,621.7,3,5.52,543.06,1.3721,6.372,663.74,0,0,0,0.7,0,55.3
117,125,53.5,21.64,3.85,16.67,44.5,60,5.3,6.625,8.735,177,244,276,313,0,0,0,0,0,2620,662.3,2.096,5.496,578.52,1.8245,6.372,707.08,0,0,0,0.7,0.006,38.4
118,126,53.5,21.64,3.85,16.67,44.5,60,5.3,6.625,8.735,177,244,276,288,37.7105,21.5699,12.22816667,0.6148,72,2620,656.1,3,5.52,548.325,1.3721,6.372,670.175,0,0,0,0.7,0,43.3
119,124,51.8,20.5,4.3,20.4,42.95,58.85,6.285,7.265,8.965,177,237,270,310.5,0,0,0,0,0,2620,683.2,2.096,5.496,570.96,1.8245,6.372,697.84,0,0,0,0.7,0.0058,43.8
120,84,51.3633,19.99252,2.5291,16.8258,40,61.2,5.7,7.2,9.1,177.45,229.38,259.97,134,41.3668,24.713,13.05366667,4.0401,34,2640,554,0.4975,6.704,1577,0,0,0,0,0,0,0.6,0.0065,38.8
121,84,51.3633,19.99252,2.5291,16.8258,40,61.2,5.7,7.2,9.1,177.45,229.38,259.97,134,41.3668,24.713,13.05366667,4.0401,34,2640,554,0.4975,6.704,1577,0,0,0,0,0,0,0.5,0.0075,38.6
122,84,51.3633,19.99252,2.5291,16.8258,40,61.2,5.7,7.2,9.1,177.45,229.38,259.97,126,41.3668,24.713,13.05366667,4.0401,42,2640,553,0.4975,6.704,1574,0,0,0,0,0,0,0.6,0.0065,35
123,84,51.3633,19.99252,2.5291,16.8258,40,61.2,5.7,7.2,9.1,177.45,229.38,259.97,126,41.3668,24.713,13.05366667,4.0401,42,2640,553,0.4975,6.704,1574,0,0,0,0,0,0,0.5,0.0075,35.2
124,84,51.3633,19.99252,2.5291,16.8258,40,61.2,5.7,7.2,9.1,177.45,229.38,259.97,118,41.3668,24.713,13.05366667,4.0401,50,2640,552,0.4975,6.704,1571,0,0,0,0,0,0,0.6,0.0065,32.2
125,84,51.3633,19.99252,2.5291,16.8258,40,61.2,5.7,7.2,9.1,177.45,229.38,259.97,118,41.3668,24.713,13.05366667,4.0401,50,2640,552,0.4975,6.704,1571,0,0,0,0,0,0,0.5,0.0075,34.1
126,83,51.3633,19.99252,2.5291,16.8258,40,61.2,5.7,7.2,9.1,177.45,229.38,259.97,108,41.3668,24.713,13.05366667,4.0401,58,2640,553,0.4975,6.704,1574,0,0,0,0,0,0,0.6,0.0065,33.2
127,83,51.3633,19.99252,2.5291,16.8258,40,61.2,5.7,7.2,9.1,177.45,229.38,259.97,108,41.3668,24.713,13.05366667,4.0401,58,2640,553,0.4975,6.704,1574,0,0,0,0,0,0,0.5,0.0075,32.2
128,83,51.3633,19.99252,2.5291,16.8258,40,61.2,5.7,7.2,9.1,177.45,229.38,259.97,129,41.3668,24.713,13.05366667,4.0401,55,2640,528,0.4975,6.704,1584,0,0,0,0,0,0,0.6,0.0065,40.3
129,83,51.3633,19.99252,2.5291,16.8258,40,61.2,5.7,7.2,9.1,177.45,229.38,259.97,129,41.3668,24.713,13.05366667,4.0401,55,2640,528,0.4975,6.704,1584,0,0,0,0,0,0,0.5,0.0075,41.7
130,83,51.3633,19.99252,2.5291,16.8258,40,61.2,5.7,7.2,9.1,177.45,229.38,259.97,120,41.3668,24.713,13.05366667,4.0401,64,2640,527,0.4975,6.704,1581,0,0,0,0,0,0,0.6,0.0065,37.5
131,83,51.3633,19.99252,2.5291,16.8258,40,61.2,5.7,7.2,9.1,177.45,229.38,259.97,120,41.3668,24.713,13.05366667,4.0401,64,2640,527,0.4975,6.704,1581,0,0,0,0,0,0,0.5,0.0075,37.7
132,88,51.1773,20.9476,1.5555,17.0713,39.6,60.6,5.7,7.3,8.9,178.1,227.9,246.165,141,41.3668,24.713,13.05366667,4.0401,35,2630,528,0.4975,6.704,1584,0,0,0,0,0,0,0.6,0.0085,37.5
133,88,51.1773,20.9476,1.5555,17.0713,39.6,60.6,5.7,7.3,8.9,178.1,227.9,246.165,132,41.3668,24.713,13.05366667,4.0401,44,2630,527,0.4975,6.704,1581,0,0,0,0,0,0,0.6,0.0085,36.4
134,88,51.1773,20.9476,1.5555,17.0713,39.6,60.6,5.7,7.3,8.9,178.1,227.9,246.165,123,41.3668,24.713,13.05366667,4.0401,53,2630,527,0.4975,6.704,1581,0,0,0,0,0,0,0.6,0.0085,34.4
135,88,51.1773,20.9476,1.5555,17.0713,39.6,60.6,5.7,7.3,8.9,178.1,227.9,246.165,114,41.3668,24.713,13.05366667,4.0401,62,2630,526,0.4975,6.704,1578,0,0,0,0,0,0,0.6,0.0095,33
136,87,51.1773,20.9476,1.5555,17.0713,39.6,60.6,5.7,7.3,8.9,178.1,227.9,246.165,135,41.3668,24.713,13.05366667,4.0401,58,2630,502,0.4975,6.704,1590,0,0,0,0,0,0,0.6,0.0095,36.4
137,87,51.1773,20.9476,1.5555,17.0713,39.6,60.6,5.7,7.3,8.9,178.1,227.9,246.165,125,41.3668,24.713,13.05366667,4.0401,68,2630,501,0.4975,6.704,1587,0,0,0,0,0,0,0.6,0.01,37.6
138,134,53.8613,21.1939,1.9046,17.3444,38.13633333,50.5,6.2,7.022,8.5,189.09,242,282,325.4,52.6649,23.5791,8.2845,4.87,57.5,2580,595,0.8982,9.273,1208,0,0,0,0,0,0,0.85,0.018,53.2
139,132,53.8613,21.1939,1.9046,17.3444,38.13633333,50.5,6.2,7.022,8.5,189.09,242,282,280.5,52.6649,23.5791,8.2845,4.87,49.5,2580,631,0.8982,9.273,1225,0,0,0,0,0,0,0.85,0.0145,47.3
140,130,53.8613,21.2077,1.9046,17.3158,38.13633333,50.5,6.2,7.022,8.5,189.09,242,282,245.6,52.6649,23.5791,8.2845,4.87,43.3,2580,665,0.8982,9.269,1235,0,0,0,0,0,0,0.85,0.0085,43
141,129,53.8613,21.2077,1.9046,17.3158,38.13633333,50.5,6.2,7.02135,8.5,189.09,242,282,219.3,52.6649,23.5791,8.2845,4.87,38.7,2580,694,0.8982,9.269,1234,0,0,0,0,0,0,0.85,0.012,32.5
142,130,53.8613,21.2077,1.9046,17.3158,38.13633333,50.5,6.2,7.02135,8.5,189.09,242,282,200.9,52.6649,23.5791,8.2845,4.87,35.5,2580,720,0.8982,9.273,1226,0,0,0,0,0,0,0.85,0.006,34
143,133,53.8613,21.1939,1.9046,17.3444,38.13633333,50.5,6.2,7.022,8.5,189.09,242,282,285,52.6649,23.5791,8.2845,4.87,95,2580,575,0.8982,9.273,1222,0,0,0,0,0,0,0.85,0.045,52.1
144,132,53.8613,21.2077,1.9046,17.3158,38.13633333,50.5,6.2,7.022,8.5,189.09,242,282,247.5,52.6649,23.5791,8.2845,4.87,82.5,2580,609,0.8982,9.269,1236,0,0,0,0,0,0,0.85,0.023,46.1
145,130,53.8613,21.2077,1.9046,17.3158,38.13633333,50.5,6.2,7.02135,8.5,189.09,242,282,216.7,52.6649,23.5791,8.2845,4.87,72.2,2580,642,0.8982,9.245,1246,0,0,0,0,0,0,0.85,0.015,35.7
146,129,53.8613,21.2077,1.9046,17.3158,38.13633333,50.5,6.2,7.02135,8.5,189.09,242,282,193.5,52.6649,23.5791,8.2845,4.87,64.5,2580,672,0.8982,9.237,1248,0,0,0,0,0,0,0.85,0.015,32.2
147,130,53.8613,21.2077,1.9046,17.3158,38.13633333,50.5,6.2,7.02135,8.5,189.09,242,282,177.3,52.6649,23.5791,8.2845,4.87,59.1,2580,698,0.8982,9.269,1241,0,0,0,0,0,0,0.85,0.01,25.1
148,141,53.8613,21.2077,1.9046,17.3158,38.13633333,50.5,6.2,7.022,8.5,189.09,242,282,261.9,52.6649,23.5791,8.2845,4.87,141,2580,539,0.8982,9.273,1200,0,0,0,0,0,0,0.85,0.028,55.3
149,137,53.8613,21.2077,1.9046,17.3158,38.13633333,50.5,6.2,7.02135,8.5,189.09,242,282,222.6,52.6649,23.5791,8.2845,4.87,119.9,2580,579,0.8982,9.273,1230,0,0,0,0,0,0,0.85,0.03,40.5
150,135,53.8613,21.2077,1.9046,17.3158,38.13633333,50.5,6.2,7.02135,8.5,189.09,242,282,195,52.6649,23.5791,8.2845,4.87,105,2580,612,0.8982,9.269,1243,0,0,0,0,0,0,0.85,0.023,36.6
151,134,53.8613,21.2077,1.9046,17.3158,38.12633333,50.5,6.2,7.02135,8.5,189.11,242,282,174.2,52.6649,23.5791,8.2845,4.87,93.8,2580,642,0.8982,9.245,1246,0,0,0,0,0,0,0.85,0.02,25.9
152,134,53.8613,21.2077,1.9046,17.3158,38.12633333,50.5,6.2,7.02135,8.5,189.11,242,282,158.4,52.6649,23.5791,8.2845,4.87,85.2,2580,669,0.8982,9.269,1242,0,0,0,0,0,0,0.85,0.011,24.9
153,156,53.8613,21.1939,1.9046,17.3444,38.13633333,50.5,6.2,7.022,8.5,189.09,242,282,312,52.6649,23.5791,8.2845,4.87,78,2580,745,0.8803,9.273,988,0,0,0,0,0,0,0.7,0.02,54.9
154,159,53.8613,21.1939,1.9046,17.3444,38.13633333,50.5,6.2,7.022,8.5,189.09,242,282,282.7,52.6649,23.5791,8.2845,4.87,70.6,2580,773,0.8803,9.273,984,0,0,0,0,0,0,0.7,0.01,49.8
155,161,53.8613,21.2077,1.9046,17.3158,38.13633333,50.5,6.2,7.022,8.5,189.09,242,282,257.6,52.6649,23.5791,8.2845,4.87,64.4,2580,801,0.8402,9.273,979,0,0,0,0,0,0,0.7,0.015,46.6
156,157,53.8613,21.1939,1.9046,17.3444,38.13633333,50.5,6.2,7.022,8.5,189.09,242,282,294.4,52.6649,23.5791,8.2845,4.87,98.1,2580,740,0.8803,9.273,981,0,0,0,0,0,0,0.7,0.021,53.7
157,160,53.8613,21.2077,1.9046,17.3158,38.13633333,50.5,6.2,7.022,8.5,189.09,242,282,266.7,52.6649,23.5791,8.2845,4.87,88.9,2580,768,0.8803,9.273,977,0,0,0,0,0,0,0.7,0.017,47.2
158,162,53.8613,21.2077,1.9046,17.3158,38.13633333,50.5,6.2,7.022,8.5,189.09,242,282,243,52.6649,23.5791,8.2845,4.87,81,2580,797,0.8803,9.273,974,0,0,0,0,0,0,0.7,0.012,43.2
159,158,53.8613,21.1939,1.9046,17.3444,38.13633333,50.5,6.2,7.022,8.5,189.09,242,282,276.5,52.6649,23.5791,8.2845,4.87,118.5,2580,735,0.8803,9.273,974,0,0,0,0,0,0,0.7,0.025,54.5
160,161,53.8613,21.2077,1.9046,17.3158,38.13633333,50.5,6.2,7.022,8.5,189.09,242,282,250.4,52.6649,23.5791,8.2845,4.87,107.4,2580,764,0.8803,9.273,972,0,0,0,0,0,0,0.7,0.017,48.4
161,163,53.8613,21.2077,1.9046,17.3158,38.13633333,50.5,6.2,7.02135,8.5,189.09,242,282,228.2,52.6649,23.5791,8.2845,4.87,97.8,2580,792,0.8803,9.273,968,0,0,0,0,0,0,0.7,0.015,42.9
162,134,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.675,325.4,47.2312,22.5247,12.79553333,1.06,57.5,2640,631,0.8982,9.273,1172,0,0,0,0,0,0,0.8,0.016,58
163,131,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,278.4,47.2312,22.5247,12.79553333,1.06,49.1,2640,670,0.8982,9.273,1191,0,0,0,0,0,0,0.8,0.011,44.4
164,129,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,243.7,47.2312,22.5247,12.79553333,1.06,43,2640,704,0.8982,9.273,1199,0,0,0,0,0,0,0.8,0.007,41.5
165,128,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,217.6,47.2312,22.5247,12.79553333,1.06,38.4,2640,735,0.8982,9.273,1199,0,0,0,0,0,0,0.8,0.006,39.8
166,130,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,200.9,47.2312,22.5247,12.79553333,1.06,35.5,2640,759,0.8982,9.273,1187,0,0,0,0,0,0,0.8,0.005,36.9
167,132,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,282.8,47.2312,22.5247,12.79553333,1.06,94.3,2640,612,0.8982,9.273,1188,0,0,0,0,0,0,0.8,0.018,54.7
168,129,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,214.9,47.2312,22.5247,12.79553333,1.06,80.6,2640,659,0.8982,9.273,1224,0,0,0,0,0,0,0.8,0.013,43.6
169,127,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,211.6,47.2312,22.5247,12.79553333,1.06,70.6,2640,685,0.8982,9.273,1218,0,0,0,0,0,0,0.8,0.011,42.7
170,124,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.685,186,47.2312,22.5247,12.79553333,1.06,62,2640,719,0.8982,9.273,1224,0,0,0,0,0,0,0.8,0.008,36.7
171,124,53.8782,25.41854,1.8964,15.26777,37.66483333,47.8,5.1,6.79485,8.3,165.77,214.05,265.685,169.1,47.2312,22.5247,12.79553333,1.06,56.4,2640,746,0.8982,9.273,1217,0,0,0,0,0,0,0.8,0.007,33.1
172,130,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,241.4,47.2312,22.5247,12.79553333,1.06,130,2640,594,0.8982,9.273,1206,0,0,0,0,0,0,0.8,0.027,50.2
173,127,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,206.4,47.2312,22.5247,12.79553333,1.06,111.1,2640,632,0.8982,9.273,1227,0,0,0,0,0,0,0.8,0.014,43.1
174,125,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.685,180.6,47.2312,22.5247,12.79553333,1.06,97.2,2640,666,0.8982,9.269,1237,0,0,0,0,0,0,0.8,0.01,35.9
175,122,53.8782,25.41854,1.8964,15.26777,37.66483333,47.8,5.1,6.79485,8.3,165.77,214.05,265.06,158.6,47.2312,22.5247,12.79553333,1.06,85.4,2640,700,0.8982,9.269,1244,0,0,0,0,0,0,0.8,0.009,31.7
176,122,53.8782,25.41854,1.8964,15.26777,37.72483333,47.8,5.1,6.7876,8.3,165.77,214.05,263.035,144.2,47.2312,22.5247,12.79553333,1.06,77.6,2640,727,0.8982,9.269,1238,0,0,0,0,0,0,0.8,0.009,27.1
177,140,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,280,47.2312,22.5247,12.79553333,1.06,70,2640,778,0.8803,9.273,1031,0,0,0,0,0,0,0.8,0.022,53.9
178,146,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,259.5,47.2312,22.5247,12.79553333,1.06,64.9,2640,800,0.8803,9.273,1018,0,0,0,0,0,0,0.8,0.013,47.7
179,146,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,233.6,47.2312,22.5247,12.79553333,1.06,58.4,2640,831,0.8803,9.273,1016,0,0,0,0,0,0,0.8,0.012,41.2
180,138,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,258.8,47.2312,22.5247,12.79553333,1.06,86.2,2640,780,0.8803,9.273,1034,0,0,0,0,0,0,0.8,0.024,52.7
181,144,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,240,47.2312,22.5247,12.79553333,1.06,80,2640,802,0.8803,9.273,1021,0,0,0,0,0,0,0.8,0.013,48.1
182,144,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,216,47.2312,22.5247,12.79553333,1.06,72,2640,833,0.8803,9.273,1018,0,0,0,0,0,0,0.8,0.013,40.4
183,136,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,238,47.2312,22.5247,12.79553333,1.06,102,2640,782,0.8803,9.273,1037,0,0,0,0,0,0,0.8,0.027,51.6
184,142,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,220.9,47.2312,22.5247,12.79553333,1.06,94.7,2640,803,0.8803,9.273,1022,0,0,0,0,0,0,0.8,0.018,43.6
185,142,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,198.8,47.2312,22.5247,12.79553333,1.06,85.2,2640,835,0.8803,9.273,1021,0,0,0,0,0,0,0.8,0.015,40.1
186,142,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,237,47.2312,22.5247,12.79553333,1.06,79,2640,733,1,9.6,1100,0,0,0,0,0,0,0.8,0.007,36.2
187,127,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,211.5,47.2312,22.5247,12.79553333,1.06,70.5,2640,685,1,9.6,487.2,2,6.7,730.8,0,0,0,0.8,0.011,38.9
188,105,53.8782,25.41744,1.8964,15.26777,37.66483333,47.8,5.1,6.79485,8.3,165.77,214.05,265.685,174.75,47.2312,22.5247,12.79553333,1.06,58.25,2640,602,1,9.6,421.5,2,6.7,281,1.4645,5.705,702.5,0.8,0.009,45.4
189,137,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.685,178.1,47.2312,22.5247,12.79553333,1.06,95.9,2640,750,1,9.6,1125,0,0,0,0,0,0,0.8,0.006,34.4
190,122,53.8782,25.41854,1.8964,15.26777,37.66483333,47.8,5.1,6.79485,8.3,165.77,214.05,265.06,158.6,47.2312,22.5247,12.79553333,1.06,85.4,2640,700,1,9.6,497.6,2,6.7,746.4,0,0,0,0.8,0.009,31.7
191,100,53.8782,25.41854,1.8964,15.26777,37.72483333,47.8,5.1,6.7876,8.3,165.77,214.05,263.035,130,47.2312,22.5247,12.79553333,1.06,70,2640,613,1,9.6,429,2,6.7,286,1.4141,5.731,715,0.8,0.009,38.6
192,131,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,278.4,47.2312,22.5247,12.79553333,1.06,49.1,2580,670,1,9.6,476.4,2,6.7,714.6,0,0,0,0.8,0.011,44.4
193,127,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,211.6,47.2312,22.5247,12.79553333,1.06,70.6,2580,685,1,9.6,487.2,2,6.7,730.8,0,0,0,0.8,0.011,42.7
194,126,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,267.8,47.2312,22.5247,12.79553333,1.06,47.2,2580,641,1,9.6,497.6,2,6.7,746.4,0,0,0,0.8,0.009,46.5
195,122,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,203.3,47.2312,22.5247,12.79553333,1.06,67.8,2580,655,1,9.6,508.4,2,6.7,762.6,0,0,0,0.8,0.01,39.5
196,116,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,244.4,47.2312,22.5247,12.79553333,1.06,43.1,2580,659,1,9.6,511.6,2,6.7,767.4,0,0,0,0.8,0.055,57.9
197,115,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,191.7,47.2312,22.5247,12.79553333,1.06,63.9,2580,666,1,9.6,517.2,2,6.7,775.8,0,0,0,0.8,0.063,44.5
198,139,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,228.3,47.2312,22.5247,12.79553333,1.06,76.1,2580,777,1,9.6,643.8,2,6.7,429.2,0,0,0,0.8,0.013,50.3
199,144,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,240,47.2312,22.5247,12.79553333,1.06,80,2640,802,1,9.6,612.6,2,6.7,408.4,0,0,0,0.8,0.013,48.1
200,122,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,203.3,47.2312,22.5247,12.79553333,1.06,67.8,2580,655,0,3.8,508.4,0,6.446,762.6,0,0,0,0.75,0.01,41
201,125,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,208.4,47.2312,22.5247,12.79553333,1.06,69.4,2580,650,0,3.8,504.8,0,6.446,757.2,0,0,0,0.75,0.011,45.7
202,128,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,213.3,47.2312,22.5247,12.79553333,1.06,71.1,2580,646,0,3.8,501.6,0,6.446,752.4,0,0,0,0.75,0.012,41.8
203,131,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,218.3,47.2312,22.5247,12.79553333,1.06,72.8,2580,641,0,3.8,497.6,0,6.446,746.4,0,0,0,0.75,0.015,38.1
204,134,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,223.4,47.2312,22.5247,12.79553333,1.06,74.4,2580,636,0,3.8,494,0,6.446,741,0,0,0,0.75,0.016,41.7
205,137,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.685,184.5,47.2312,22.5247,12.79553333,1.06,79,2640,850,0,3.8,623.4,0,6.446,415.6,0,0,0,0.4,0.008,35.7
206,137,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.685,184.5,52.6242,23.7302,9.9036,4.18,79,2640,850,0,3.8,623.4,0,6.446,415.6,0,0,0,0.4,0.005,37.8
207,137,49.8151,23.00034,3.9811,16.8153,40.3525,49.2,5.5,6.75555,8.5,181.21,222,279,184.5,47.2312,22.5247,12.79553333,1.06,79,2640,850,0,3.8,623.4,0,6.446,415.6,0,0,0,0.4,0.005,31.2
208,137,49.8151,23.00034,3.9811,16.8153,40.3525,49.2,5.5,6.75555,8.5,181.21,222,279,184.5,52.6242,23.7302,9.9036,4.18,79,2640,850,0,3.8,623.4,0,6.446,415.6,0,0,0,0.4,0.005,28.8
209,137,49.4169,22.75682,4.0397,17.4429,40.33716667,55.1,5.6,7.239,9,168.58,212,267,184.5,47.2312,22.5247,12.79553333,1.06,79,2640,850,0,3.8,623.4,0,6.446,415.6,0,0,0,0.4,0.005,30.7
210,137,49.4169,22.75682,4.0397,17.4429,40.33716667,55.1,5.6,7.239,9,168.58,212,267,184.5,52.6242,23.7302,9.9036,4.18,79,2640,850,0,3.8,623.4,0,6.446,415.6,0,0,0,0.4,0.005,31
211,115,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.685,187.5,47.2312,22.5247,12.79553333,1.06,62.5,2640,707,0,3.8,502.8,0,6.446,754.2,0,0,0,0.3,0.013,41.8
212,115,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.685,187.5,52.6242,23.7302,9.9029,4.18,62.5,2640,707,0,3.8,502.8,0,6.446,754.2,0,0,0,0.3,0.01,43.2
213,115,49.8151,23.00034,3.9811,16.8153,40.3525,49.2,5.5,6.75555,8.5,181.21,222,279,187.5,47.2312,22.5247,12.79553333,1.06,62.5,2640,707,0,3.8,502.8,0,6.446,754.2,0,0,0,0.3,0.015,40.5
214,115,49.8151,23.00034,3.9811,16.8153,40.3525,49.2,5.5,6.75555,8.5,181.21,222,279,187.5,52.6242,23.7302,9.9029,4.18,62.5,2640,707,0,3.8,502.8,0,6.446,754.2,0,0,0,0.3,0.016,36.4
215,115,49.4169,22.75682,4.0397,17.4429,40.33716667,55.1,5.6,7.239,9,168.58,212,267,187.5,47.2312,22.5247,12.79553333,1.06,62.5,2640,707,0,3.8,502.8,0,6.446,754.2,0,0,0,0.3,0.012,40.3
216,115,49.4169,22.75682,4.0397,17.4429,40.33716667,55.1,5.6,7.239,9,168.58,212,267,187.5,52.6242,23.7302,9.9029,4.18,62.5,2640,707,0,3.8,502.8,0,6.446,754.2,0,0,0,0.3,0.01,38.3
217,115,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,235.9,47.2312,22.5247,12.79553333,1.06,59,2640,675,0,3.8,501.6,0,6.446,752.4,0,0,0,0.3,0.015,52.4
218,116,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,273.9,47.2312,22.5247,12.79553333,1.06,48.3,2640,667,0,3.8,495.6,0,6.446,743.4,0,0,0,0.3,0.015,57.8
219,133,53.8782,25.41744,1.8964,15.26777,37.67483333,47.8,5.1,6.79485,8.3,165.75,214.05,265.695,272.8,47.2312,22.5247,12.79553333,1.06,68.2,2640,790,0,3.8,628.2,0,6.446,418.8,0,0,0,0.38,0.02,49.3
